72.5
72.95
72.95
72.5
72.5
72.5
72.5
72.5
72.5
72.95
72.5
72.95
72.5
72.5
72.5
72.5
72.5
72.5
72.5
72.95
72.5
72.5
72.5
6.35
Error: Thermocouple short to ground
